IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_recovered_initialization,aorta_mask_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
603,0.44924195407394274,0.18719438531898983,0.44924195407394274,0.26204756875495294,14155,3805,14155,region_growing,,,,,normal,,-300.0,1008.0,fixed,,8534104,8290880,206,68,68,0,138,205,0.3300970873786408,no,256269,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,7.171684578422479,"(81, 171, 169)","(134, 94, 160)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,standard,5,yes
676,0.49881769197968756,0.20741877718086468,0.49881769197968756,0.29139891479882285,8518,2266,8518,region_growing,,,,,normal,,-300.0,1018.0,fixed,,13159832,12996925,275,144,144,0,131,274,0.5236363636363637,no,256095,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,standard,5,yes
44,0.6156507154463022,0.3559051807207807,0.6156507154463022,0.25974553472552153,51364,13046,51364,region_growing,,,,,normal,,-300.0,1053.5,fixed,,7840844,7648323,206,94,94,0,112,205,0.4563106796116505,no,366834,yes,both tolerable,yes,no,,,no,yes,no,yes,0.58984375,0.0,"(97, 131, 150)","(110, 91, 177)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,standard,5,yes
129,0.7126447678184892,0.3625357160153034,0.7126447678184892,0.3501090518031858,29954,7961,29954,region_growing,,,,,normal,,-300.0,1056.0,fixed,,11861311,11670343,275,125,125,0,150,274,0.45454545454545453,no,218948,yes,both tolerable,yes,no,,,no,yes,no,no,2.23828125,0.5,"(96, 156, 163)","(109, 118, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,standard,5,yes
518,0.7027134007560314,0.3968421052631579,0.7027134007560314,0.3058712954928735,28520,6493,28520,region_growing,,,,,normal,,-300.0,630.25,fixed,,11203928,10970317,243,93,93,0,150,242,0.38271604938271603,no,162475,yes,both tolerable,yes,no,,,no,yes,no,no,0.69140625,0.69140625,"(108, 160, 161)","(126, 127, 193)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,standard,5,yes
793,0.7084307131049421,0.4001025115325474,0.7084307131049421,0.3083282015723947,20164,4588,20164,region_growing,,,,,normal,,-300.0,804.0,fixed,,9432611,9268038,206,58,58,0,148,205,0.2815533980582524,no,138586,yes,both tolerable,yes,no,,,no,yes,no,no,0.8437861682062879,2.7741306352170945,"(97, 148, 141)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,standard,5,yes
