IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,min_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
28,0.6727295021662716,24747,region_growing,,,,,normal,-124.75,object_relative_percentile,7.5,99.5,496.0,10553955,10273038,275,120,120,0,155,274,0.4363636363636363,yes,both tolerable,yes,no,,,no,yes,no,no,1.0737001589130926,0.8375058302035873,"(103, 144, 181)","(128, 115, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
380,0.5623163308144417,40746,region_growing,,,,,normal,-146.5,object_relative_percentile,7.5,99.5,482.75,7397916,7274449,206,77,77,0,129,205,0.3737864077669903,yes,both tolerable,yes,no,,,no,yes,no,no,2.504064688825013,1.739843048383334,"(93, 121, 123)","(113, 89, 166)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
854,0.6442090447794363,29622,region_growing,,,,,normal,-131.25,object_relative_percentile,7.5,99.5,491.75,10160708,9966551,275,132,132,0,143,274,0.48,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.63671875,"(99, 151, 157)","(124, 117, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
937,0.6920972586229985,28250,region_growing,,,,,normal,-121.0,object_relative_percentile,7.5,99.5,487.5,11180811,10940632,275,82,82,0,193,274,0.2981818181818181,yes,both tolerable,yes,no,,,no,yes,no,no,1.390625,2.160392872438078,"(106, 170, 209)","(115, 129, 227)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
315,0.6459950122948676,28126,region_growing,,,,,normal,-119.5,object_relative_percentile,7.5,99.5,481.0,11912000,11753059,275,134,134,0,141,274,0.4872727272727272,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2113217636280884,"(100, 179, 144)","(115, 147, 216)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
428,0.6275437161263933,34190,region_growing,,,,,normal,-141.25,object_relative_percentile,7.5,99.5,492.75,11904216,11769200,275,172,172,0,103,274,0.6254545454545455,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2202077119702048,"(95, 167, 103)","(95, 120, 167)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
752,0.3943513170869137,50969,region_growing,,,,,normal,-122.25,object_relative_percentile,7.5,99.5,478.5,8236975,7513630,275,89,89,0,186,274,0.3236363636363636,yes,found but incorrect,yes,yes,,,no,no,no,no,0.5,39.74475082190739,"(117, 132, 234)","(58, 82, 176)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
13,0.5724384062343753,25387,region_growing,,,,,normal,-126.25,object_relative_percentile,7.5,99.5,493.25,11660400,11514601,241,66,66,0,175,240,0.2738589211618257,yes,both tolerable,yes,no,,,no,yes,no,no,2.0859375,1.1031404921008474,"(114, 173, 173)","(130, 145, 202)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
538,0.7269236268562208,24243,region_growing,,,,,normal,-110.0,object_relative_percentile,7.5,99.5,430.5,11757495,11378255,275,107,107,0,168,274,0.3890909090909091,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8095744354916121,"(102, 175, 202)","(127, 140, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
965,0.5214905965004145,18171,region_growing,,,,,normal,-127.0,object_relative_percentile,7.5,99.5,491.25,11845984,11740455,275,93,93,0,182,274,0.3381818181818182,yes,both tolerable,yes,no,,,no,yes,no,no,1.2026683386588757,5.215854595380919,"(107, 153, 173)","(117, 128, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,object_relative_percentile,yes,per_slice,rg,5,no,yes
