IMG_ID,artery_dice,artery_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
28,0.6106192963906565,159173,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(207, 295, 187)","(262, 231, 217)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
380,0.4726398305547367,223565,yes,found but incorrect,yes,yes,,,no,no,no,yes,18.7881181951504,0.0,"(139, 256, 163)","(229, 179, 171)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
854,0.5591248288956595,173936,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(148, 363, 109)","(244, 227, 184)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
937,0.0,97309,yes,found but incorrect,yes,yes,,,no,no,no,no,4.793306197371269,56.69682354784119,"(321, 201, 198)","(135, 148, 175)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
315,0.5391784022715433,214372,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,12.548309966199133,"(318, 367, 186)","(211, 264, 200)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
428,0.0710530574741447,13099,yes,found but incorrect,yes,yes,,,no,no,no,yes,19.043728450391125,0.0,"(421, 395, 70)","(198, 278, 34)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
752,0.3577981651376147,96000,yes,found but incorrect,yes,yes,,,no,no,no,yes,19.111603077512434,0.0,"(250, 446, 139)","(88, 303, 69)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
13,0.4692956960494803,126413,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(227, 352, 171)","(267, 289, 203)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
538,0.3420634720576743,59300,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,5.11823104817475,"(202, 353, 203)","(310, 148, 161)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
965,0.5711067584038263,190408,yes,both tolerable,yes,no,,,no,yes,no,no,0.38671875,0.38671875,"(218, 312, 181)","(212, 239, 199)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
447,0.4045820682040601,75623,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,38.18966923372918,"(240, 373, 174)","(112, 227, 112)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
836,0.703194001887973,167044,yes,both tolerable,yes,no,,,no,yes,no,yes,1.0067407394676675,0.0,"(208, 278, 174)","(256, 208, 209)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
603,0.4310791694752732,86025,yes,found but incorrect,yes,yes,,,no,no,no,no,0.318359375,14.97798906913661,"(162, 336, 167)","(271, 166, 175)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
676,0.55871722707747,65626,yes,both tolerable,yes,no,,,no,yes,no,yes,2.0991950899415626,0.0,"(162, 372, 138)","(201, 323, 187)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
44,0.0,1447642,yes,found but incorrect,yes,yes,,,no,no,no,no,18.958140993365262,41.31766398094211,"(274, 205, 122)","(99, 113, 145)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
129,0.4683068417415342,82686,yes,both tolerable,yes,no,,,no,yes,no,yes,5.714706909460463,0.0,"(353, 373, 88)","(187, 276, 75)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
518,0.4917772521870394,218709,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(216, 327, 163)","(253, 258, 195)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
793,0.2454981329680284,30617,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,42.32708840352389,"(159, 261, 60)","(341, 163, 16)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
550,0.522386035055153,69444,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,43.37423186487761,"(195, 321, 201)","(91, 221, 209)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
631,0.6276906193101041,152454,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(194, 267, 154)","(252, 185, 198)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
