IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
28,0.67185191265802,24543,region_growing,,,,,normal,-110.0,778.5,percentile,10.75,,,10190186,9827937,275,120,120,0,155,274,0.4363636363636363,yes,both tolerable,yes,no,,,no,yes,no,no,1.0737001589130926,0.8375058302035873,"(103, 144, 181)","(128, 115, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
380,0.5402403753454592,42317,region_growing,,,,,normal,-129.0,800.75,percentile,10.75,,,7169203,7039883,206,77,77,0,129,205,0.3737864077669903,yes,both tolerable,yes,no,,,no,yes,no,no,2.059923817235118,2.059923817235118,"(93, 122, 123)","(113, 90, 166)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
854,0.6443891940032656,29520,region_growing,,,,,normal,-114.5,687.5,percentile,10.75,,,9825909,9575244,275,132,132,0,143,274,0.48,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.5,"(99, 151, 157)","(123, 116, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
937,0.6898775478868373,28079,region_growing,,,,,normal,-106.75,717.0,percentile,10.75,,,10803645,10508995,275,82,82,0,193,274,0.2981818181818181,yes,both tolerable,yes,no,,,no,yes,no,no,1.390625,2.160392872438078,"(106, 170, 209)","(115, 129, 227)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
315,0.6455164724124114,28184,region_growing,,,,,normal,-106.5,746.25,percentile,10.75,,,11525030,11317667,275,134,134,0,141,274,0.4872727272727272,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2113217636280884,"(100, 179, 144)","(115, 147, 216)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
428,0.6282683419802515,33635,region_growing,,,,,normal,-123.0,703.25,percentile,10.75,,,11495203,11227032,275,172,172,0,103,274,0.6254545454545455,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2202077119702048,"(95, 167, 103)","(95, 120, 167)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
752,0.5768086354060334,57867,region_growing,,,,,normal,-93.5,835.5,percentile,10.75,,,7984157,7288372,275,83,83,0,192,274,0.3018181818181818,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5,"(94, 176, 209)","(117, 132, 234)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
13,0.5726352807323002,25395,region_growing,,,,,normal,-113.5,876.25,percentile,10.75,,,11251047,11075822,241,66,66,0,175,240,0.2738589211618257,yes,both tolerable,yes,no,,,no,yes,no,no,2.0859375,1.1031404921008474,"(114, 173, 173)","(130, 145, 202)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
538,0.7438624516562973,22862,region_growing,,,,,normal,-98.25,537.5,percentile,10.75,,,11327986,10816538,275,107,107,0,168,274,0.3890909090909091,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8095744354916121,"(102, 175, 202)","(127, 140, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
965,0.5219872367303379,18250,region_growing,,,,,normal,-116.25,606.75,percentile,10.75,,,11413705,11282631,275,92,92,0,183,274,0.3345454545454545,yes,both tolerable,yes,no,,,no,yes,no,no,1.4820293967437017,5.215854595380919,"(107, 153, 174)","(117, 128, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.6,percentile,yes,per_slice,rg,5,no,yes
