IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,fuzzy_dense_membership_threshold,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
28,0.6733610198557821,24214,region_growing,,,,,fuzzy,dense_suppression,0.65,-111.0,850.25,percentile,10.5,,,10281296,9925198,275,120,120,0,155,274,0.4363636363636363,yes,both tolerable,yes,no,,,no,yes,no,no,1.0737001589130926,0.8375058302035873,"(103, 144, 181)","(128, 115, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
380,0.5665653495440729,38547,region_growing,,,,,fuzzy,dense_suppression,0.65,-130.0,822.0,percentile,10.5,,,7231490,7103057,206,77,77,0,129,205,0.3737864077669903,yes,both tolerable,yes,no,,,no,yes,no,no,2.3495403733114086,1.739843048383334,"(93, 120, 120)","(113, 89, 166)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
854,0.6451745918692482,28977,region_growing,,,,,fuzzy,dense_suppression,0.65,-115.75,720.25,percentile,10.5,,,9921562,9675364,275,132,132,0,143,274,0.48,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.63671875,"(100, 151, 157)","(124, 117, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
937,0.6911444587852286,27888,region_growing,,,,,fuzzy,dense_suppression,0.65,-107.75,769.75,percentile,10.5,,,10896220,10602570,275,82,82,0,193,274,0.2981818181818181,yes,both tolerable,yes,no,,,no,yes,no,no,1.390625,2.160392872438078,"(106, 170, 209)","(115, 129, 227)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
315,0.6462167689161554,27998,region_growing,,,,,fuzzy,dense_suppression,0.65,-107.25,765.0,percentile,10.5,,,11612665,11409282,275,134,134,0,141,274,0.4872727272727272,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,2.029581646585387,"(100, 179, 144)","(112, 143, 214)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
428,0.6333105905541657,35104,region_growing,,,,,fuzzy,dense_suppression,0.65,-124.25,750.75,percentile,10.5,,,11590257,11350541,275,172,172,0,103,274,0.6254545454545455,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2202077119702048,"(95, 167, 103)","(95, 120, 167)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
752,0.5476344460474604,26084,region_growing,,,,,fuzzy,dense_suppression,0.65,-95.5,846.75,percentile,10.5,,,8069521,7357047,275,99,99,0,176,274,0.36,yes,found but incorrect,yes,yes,,,no,no,no,no,14.23387813433725,1.345667690480501,"(95, 153, 184)","(115, 131, 232)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
13,0.5743029707142355,24342,region_growing,,,,,fuzzy,dense_suppression,0.65,-114.5,927.0,percentile,10.5,,,11341500,11170695,241,66,66,0,175,240,0.2738589211618257,yes,both tolerable,yes,no,,,no,yes,no,no,2.0859375,1.1031404921008474,"(114, 173, 173)","(130, 145, 202)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
538,0.7267935705884915,21200,region_growing,,,,,fuzzy,dense_suppression,0.65,-99.0,579.25,percentile,10.5,,,11420859,10914075,275,107,107,0,168,274,0.3890909090909091,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8095744354916121,"(102, 175, 202)","(127, 140, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
965,0.6609319461801892,33950,region_growing,,,,,fuzzy,dense_suppression,0.65,-117.0,647.75,percentile,10.5,,,11513156,11388911,275,91,91,0,184,274,0.3309090909090909,yes,both tolerable,yes,no,,,no,yes,no,no,1.546875,1.4820293967437017,"(109, 154, 182)","(106, 121, 199)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
