IMG_ID,artery_dice,artery_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
129,0.6987536811106436,93828,yes,both tolerable,yes,no,,,no,yes,no,yes,1.5737291810080445,0.0,"(197, 316, 168)","(224, 234, 205)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
518,0.604205954020553,100110,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(216, 327, 164)","(253, 258, 195)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
793,0.6413164597262019,40611,yes,both tolerable,yes,no,,,no,yes,no,no,0.6796875,1.754676021222472,"(198, 301, 144)","(220, 228, 181)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
550,0.4907936385393345,33003,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2534924356105277,"(195, 317, 201)","(242, 257, 201)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
631,0.7321423944866181,66284,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(194, 267, 154)","(252, 185, 198)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
330,0.2127523047787781,218373,yes,found but incorrect,yes,yes,,,no,no,no,no,1.4046336739722,7.772094978682776,"(216, 280, 197)","(315, 190, 224)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
90,0.6768085309261966,97447,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5991256701256554,"(169, 319, 155)","(225, 237, 185)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
608,0.3259110912013492,24610,yes,found but incorrect,yes,yes,,,no,no,no,no,2.295722101174337,25.551829678292066,"(188, 251, 141)","(283, 201, 77)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
887,0.4871253058042315,53522,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(209, 339, 184)","(263, 255, 209)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7
175,0.4962596588808899,74650,yes,both tolerable,yes,no,,,no,yes,no,no,1.0067407394676675,0.869921524191667,"(203, 396, 169)","(259, 320, 190)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
760,0.4430752936743537,54248,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,46.12223960659462,"(218, 253, 229)","(115, 161, 188)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
696,0.5934444635032513,47478,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,0.869921524191667,"(209, 274, 164)","(246, 206, 196)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
194,0.7490383927933081,89419,yes,both tolerable,yes,no,,,no,yes,no,no,2.7546188406520766,2.449499865495904,"(193, 321, 171)","(241, 240, 209)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
305,0.6936242597337141,85083,yes,both tolerable,yes,no,,,no,yes,no,yes,0.9209807633204128,0.0,"(196, 330, 179)","(248, 250, 217)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
344,0.4387703050432456,46914,yes,found but incorrect,yes,yes,,,no,no,no,no,2.3392306688461297,30.35044062638664,"(202, 326, 181)","(208, 226, 159)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
