IMG_ID,artery_dice,artery_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
606,0.10849699747613936,3330,yes,both tolerable,yes,no,,,no,yes,no,no,5.262320457893314,1.3671875,"(137, 191, 131)","(83, 159, 157)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
364,0.6465394474508687,28983,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8819824637747907,"(106, 170, 132)","(128, 142, 174)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
813,0.7326013197616948,22201,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.0785919505091464,"(106, 190, 154)","(125, 153, 184)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
883,0.6132410732752948,27179,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(113, 167, 191)","(136, 137, 220)",,both ostia correct,scipy,N/A,"(2, 2, 1)",99.7
352,0.7189575241197845,25001,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(112, 149, 105)","(123, 112, 162)",,both ostia correct,scipy,N/A,"(2, 2, 1)",99.7
444,0.629469635740364,40539,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6082605744080505,"(95, 168, 228)","(121, 128, 257)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
434,0.420953339202616,27753,yes,both tolerable,yes,no,,,no,yes,no,no,0.71484375,0.8723540490615392,"(95, 131, 146)","(113, 97, 183)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
291,0.6909698582657672,24461,yes,both tolerable,yes,no,,,no,yes,no,no,1.328125,0.6640625,"(101, 138, 227)","(130, 110, 245)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
705,0.16802470194699373,6558,yes,found but incorrect,yes,yes,,,no,no,no,no,1.6876627525682524,30.69414328709805,"(120, 140, 207)","(101, 124, 150)",,no ostium correct,scipy,N/A,"(2, 2, 1)",99.7
219,0.730795979009926,31777,yes,both tolerable,yes,no,,,no,yes,no,no,0.9111615960418671,0.9111615960418671,"(95, 157, 173)","(118, 131, 211)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
227,0.282705221826722,26582,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,3.1667523288852255,"(104, 162, 132)","(124, 136, 186)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
512,0.42993736951983297,24656,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,53.230189977117305,"(109, 112, 237)","(48, 63, 181)",,one ostium correct,scipy,N/A,"(2, 2, 1)",99.7
769,0.4638444199476793,23115,yes,found but incorrect,yes,yes,,,no,no,no,no,1.029961908617559,60.91751900984193,"(118, 113, 143)","(48, 48, 111)",,no ostium correct,scipy,N/A,"(2, 2, 1)",99.7
870,0.6651354862657758,22928,yes,both tolerable,yes,no,,,no,yes,no,no,0.8564224849081498,1.6331862610496237,"(102, 156, 136)","(127, 126, 166)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
184,0.7286550559887294,21440,yes,both tolerable,yes,no,,,no,yes,no,no,0.73828125,1.4457241812334485,"(90, 150, 162)","(110, 125, 192)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
384,0.7509545842504829,23244,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8852031375489823,"(97, 160, 224)","(108, 117, 244)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
266,0.7208650557210636,21326,yes,both tolerable,yes,no,,,no,yes,no,no,1.91015625,1.345667690480501,"(100, 170, 173)","(117, 133, 193)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
764,0.7608121693867388,53692,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6191488709832242,"(99, 185, 117)","(112, 134, 152)",,both ostia tolerable,scipy,N/A,"(2, 2, 1)",99.7
