IMG_ID,dice_artery,artery_voxels,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
786,0.7515345705902472,28358.0,True,False,True,True,0.0,0.0,"(102, 169, 175)","(116, 117, 190)",,ambos corretos,scipy,N/A,"(2, 2, 1)",99.7
222,0.0,0.0,False,True,False,False,5.654825442155576,1.8662638274981715,"(110, 151, 199)","(112, 113, 224)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
763,0.6912393987610647,37784.0,False,True,False,False,0.9833203675875426,1.2179735106545833,"(100, 193, 174)","(112, 155, 198)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
269,0.0,0.0,False,True,False,False,2.484375,3.4258324718234543,"(110, 175, 189)","(128, 136, 218)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
672,0.6707569458434827,24959.0,False,True,False,False,0.63671875,1.345667690480501,"(86, 146, 199)","(110, 108, 222)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
597,,,False,False,False,False,9.518181518491089,1.8009125833344883,"(148, 165, 175)","(89, 140, 182)",,nenhum correto,scipy,N/A,"(2, 2, 1)",99.7
324,0.7475671272810415,33407.0,False,True,False,False,1.5984392182908653,0.5,"(76, 177, 194)","(91, 137, 216)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
188,0.6278345498783455,18255.0,False,True,False,False,2.830368585206704,1.2406879706940823,"(101, 174, 201)","(119, 151, 219)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
935,0.0,0.0,False,True,False,True,2.296875,0.0,"(108, 155, 184)","(109, 119, 204)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
688,0.6792242065431392,34217.0,False,True,False,False,0.65234375,0.5,"(101, 177, 135)","(105, 137, 171)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
154,0.7295580483849169,21890.0,False,True,False,False,0.8375058302035873,1.0737001589130926,"(94, 165, 135)","(108, 129, 162)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
759,,,False,False,False,False,0.63671875,10.010865221615541,"(107, 159, 193)","(130, 101, 221)",,nenhum correto,scipy,N/A,"(2, 2, 1)",99.7
791,,,False,False,True,False,0.0,20.42086852555225,"(84, 161, 152)","(118, 64, 150)",,um correto,scipy,N/A,"(2, 2, 1)",99.7
270,0.6823248547404638,26290.0,True,False,True,True,0.0,0.0,"(105, 162, 165)","(114, 119, 189)",,ambos corretos,scipy,N/A,"(2, 2, 1)",99.7
122,,,False,False,False,False,15.893599540307294,5.912360688517981,"(94, 163, 187)","(75, 134, 211)",,nenhum correto,scipy,N/A,"(2, 2, 1)",99.7
156,0.5306984837186179,12791.0,True,False,True,True,0.0,0.0,"(100, 148, 157)","(109, 95, 178)",,ambos corretos,scipy,N/A,"(2, 2, 1)",99.7
110,0.7022829058825503,29690.0,False,True,False,False,1.658151362928853,2.1793269471061043,"(92, 174, 168)","(107, 141, 200)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
9,0.21579257513258693,5615.0,False,True,False,False,3.3728291629580056,3.081097866426836,"(94, 165, 200)","(110, 141, 223)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
