IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,fuzzy_dense_membership_threshold,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
603,0.324404666773214,31609,region_growing,,,,,normal,,,-121.75,865.25,percentile,10.75,,,7865303,7650525,206,206,195,11,0,205,1.0,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,14.11544071235136,"(82, 172, 169)","(129, 73, 144)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
676,0.498398857980632,8640,region_growing,,,,,normal,,,-113.0,931.25,percentile,10.75,,,11951957,11740127,275,172,166,6,103,274,0.6254545454545455,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
44,0.49025806178227893,73964,region_growing,,,,,normal,,,-141.25,1030.25,percentile,10.75,,,7262580,6638169,206,156,148,8,50,205,0.7572815533980582,yes,both tolerable,yes,no,,,no,yes,no,yes,0.58984375,0.0,"(97, 131, 150)","(110, 91, 177)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
129,0.7209582376647774,28944,region_growing,,,,,normal,,,-107.5,930.25,percentile,10.75,,,10794524,10604002,275,154,152,2,121,274,0.56,yes,both tolerable,yes,no,,,no,yes,no,no,2.23828125,0.5,"(96, 156, 163)","(109, 118, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
518,0.0,5066,region_growing,,,,,normal,,,-108.0,573.5,percentile,10.75,,,10157023,9796229,243,156,152,4,87,242,0.6419753086419753,yes,found but incorrect,yes,yes,,,no,no,no,no,5.918650692969693,28.799417500433197,"(127, 98, 84)","(127, 48, 139)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
793,0.5195899093886928,8585,region_growing,,,,,normal,,,-105.75,708.0,percentile,10.75,,,8574103,8427207,206,154,148,6,52,205,0.7475728155339806,yes,found but incorrect,yes,yes,,,no,no,no,no,0.8437861682062879,18.986980595368667,"(97, 148, 141)","(121, 115, 96)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
550,0.5419757365684575,11406,region_growing,,,,,normal,,,-114.25,854.25,percentile,10.75,,,11502700,11387160,275,98,98,0,177,274,0.3563636363636364,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496237,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
631,0.7299260576360127,24129,region_growing,,,,,normal,,,-114.25,666.5,percentile,10.75,,,10095484,9411119,275,275,265,10,0,274,1.0,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8627773557674077,"(94, 132, 153)","(124, 94, 198)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
330,0.6799826882975515,42989,region_growing,,,,,normal,,,-113.0,706.75,percentile,10.75,,,9602390,9308256,275,215,209,6,60,274,0.7818181818181819,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.9745118129335317,"(105, 141, 195)","(119, 113, 222)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
90,0.6835386896924506,33843,region_growing,,,,,normal,,,-117.5,719.0,percentile,10.75,,,10929394,10453834,275,224,210,14,51,274,0.8145454545454546,yes,both tolerable,yes,no,,,no,yes,no,no,1.4761542507713454,0.8281342128025279,"(86, 154, 150)","(113, 121, 186)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,3,yes,yes
