IMG_ID,artery_dice,artery_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
28,0.4385226801988401,57362,yes,both tolerable,yes,no,,,no,yes,no,no,0.7511790861913356,0.6023736414437886,"(217, 295, 185)","(258, 231, 217)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
380,0.0685926472455897,22546,yes,found but incorrect,yes,yes,,,no,no,no,no,2.108551995117332,11.15918237952022,"(183, 239, 120)","(212, 158, 147)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
854,0.2148331691701551,32124,yes,found but incorrect,yes,yes,,,no,no,no,no,2.156083694900099,9.80970714695816,"(197, 299, 156)","(222, 220, 169)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
937,0.5939911718638758,113344,yes,both tolerable,yes,no,,,no,yes,no,no,1.73828125,0.6953125,"(212, 340, 211)","(232, 255, 228)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
315,0.2639316591720246,37485,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,26.667035012880117,"(199, 361, 144)","(253, 290, 144)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
428,0.2826752862816334,46156,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,27.70160985462032,"(193, 335, 103)","(187, 226, 103)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
752,0.0,9317,yes,found but incorrect,yes,yes,,,no,no,no,no,6.732376545575568,9.207469801883027,"(159, 282, 196)","(216, 251, 217)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
13,0.3214412920168625,56480,yes,both tolerable,yes,no,,,no,yes,no,no,0.34765625,0.6089867553272916,"(228, 351, 170)","(264, 293, 202)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
538,0.0,0,yes,found but incorrect,yes,yes,,,no,no,no,no,9.18763950786939,15.24401500388663,"(194, 329, 185)","(232, 250, 197)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
965,0.404540255362,70380,yes,found but incorrect,yes,yes,,,no,no,no,no,20.632493016269414,0.7734375,"(147, 321, 210)","(210, 240, 198)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
447,0.4667108145280423,53636,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,9.001516426337998,"(244, 370, 172)","(222, 279, 175)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
836,0.4817514082376911,65776,yes,found but incorrect,yes,yes,,,no,no,no,no,1.0067407394676675,26.10054952693353,"(208, 278, 174)","(184, 194, 166)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
603,0.4606569665355746,70137,yes,found but incorrect,yes,yes,,,no,no,no,no,4.413610492620118,26.635539086788683,"(159, 321, 165)","(203, 283, 130)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
676,0.1769918011691606,12203,yes,both tolerable,yes,no,,,no,yes,no,no,2.0991950899415626,0.6215020523098782,"(162, 372, 138)","(196, 320, 185)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
44,0.0,11017,yes,found but incorrect,yes,yes,,,no,no,no,no,30.8379039847729,13.121782180883017,"(152, 159, 118)","(218, 73, 133)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
129,0.4760395627474446,77047,yes,found but incorrect,yes,yes,,,no,no,no,no,1.5737291810080445,17.344865642784892,"(197, 316, 168)","(191, 234, 167)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
518,0.3707953507150294,52513,yes,found but incorrect,yes,yes,,,no,no,no,no,13.778392261898842,1.2157477544865392,"(193, 308, 191)","(248, 249, 192)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
793,0.3602086732927854,20991,yes,both tolerable,yes,no,,,no,yes,no,no,0.6796875,2.270448797956172,"(198, 301, 144)","(221, 233, 181)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
550,0.4039357545941253,33044,yes,both tolerable,yes,no,,,no,yes,no,no,1.7128449698162995,5.665223480153111,"(188, 312, 200)","(224, 241, 201)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
631,0.0,0,yes,found but incorrect,yes,yes,,,no,no,no,no,2.67742023253028,9.8111470255537,"(188, 251, 151)","(239, 177, 178)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
330,0.3401160491519208,144328,yes,found but incorrect,yes,yes,,,no,no,no,no,16.62239777126079,2.686313810944124,"(198, 282, 233)","(235, 223, 220)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
90,0.0,2133,yes,found but incorrect,yes,yes,,,no,no,no,no,1.9885555894969424,29.149890659971287,"(167, 307, 154)","(181, 216, 135)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
608,0.348677448218234,45994,yes,found but incorrect,yes,yes,,,no,no,no,no,2.295722101174337,18.49545902504501,"(188, 251, 141)","(207, 166, 102)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
887,0.0,3757,yes,found but incorrect,yes,yes,,,no,no,no,no,10.144654588680329,15.712812815414866,"(190, 329, 209)","(210, 243, 203)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
175,0.0,1537,yes,found but incorrect,yes,yes,,,no,no,no,no,10.80639140718868,9.338627562559568,"(180, 369, 153)","(244, 306, 177)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
760,0.4945980384425416,98788,yes,found but incorrect,yes,yes,,,no,no,no,no,1.151807343373882,11.909294640243182,"(172, 324, 196)","(192, 238, 206)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
696,0.607773053489856,96319,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,1.5223616493642629,"(209, 274, 164)","(243, 205, 195)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
194,0.0,0,yes,both tolerable,yes,no,,,no,yes,no,no,2.7546188406520766,3.5830050177574955,"(193, 321, 171)","(239, 240, 207)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
305,0.3693993251121215,56712,yes,found but incorrect,yes,yes,,,no,no,no,no,1.16015625,8.88314574462856,"(196, 330, 180)","(216, 249, 196)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
344,0.4825690515196152,88397,yes,found but incorrect,yes,yes,,,no,no,no,no,2.43359375,24.389316521296298,"(191, 325, 176)","(212, 248, 142)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
