IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,image_voxel_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_circle_radius_min_px,aorta_circle_radius_max_px,aorta_circle_radius_mean_px,aorta_circle_radius_median_px,aorta_circle_radius_std_px,aorta_circle_radius_p10_px,aorta_circle_radius_p90_px,aorta_circle_radius_min_mm,aorta_circle_radius_max_mm,aorta_circle_radius_mean_mm,aorta_circle_radius_median_mm,aorta_circle_radius_std_mm,aorta_circle_radius_p10_mm,aorta_circle_radius_p90_mm,aorta_detected_circle_radius_median_mm,aorta_interpolated_circle_radius_median_mm,aorta_circle_radius_first_mm,aorta_circle_radius_last_mm,aorta_circle_radius_max_step_change_mm,aorta_circle_radius_p90_step_change_mm,aorta_circle_mean_hough_accumulator,aorta_circle_lower_radius_bound_fraction,aorta_circle_upper_radius_bound_fraction,aorta_recovered_initialization,aorta_circle_filter_method,aorta_circle_filter_applied,aorta_circle_original_count,aorta_circle_used_count,aorta_circle_filter_interpolated_count,aorta_circle_filter_trimmed_tail_count,aorta_circle_filter_trim_start_slice,aorta_circle_filter_original_coverage,aorta_circle_filter_used_coverage,aorta_circle_filter_reason,aorta_circle_filter_fallback_enabled,aorta_circle_filter_accepted,aorta_circle_filter_rejected,aorta_circle_filter_rejection_reason,aorta_circle_filter_candidate_controller_state,aorta_circle_filter_fallback_controller_state,aorta_circle_filter_candidate_mask_voxel_count,aorta_mask_voxel_count,aorta_segmented_slice_count,aorta_voxels_per_segmented_slice,aorta_volume_fraction,aorta_level_set_mode,aorta_level_set_iterations_used,aorta_level_set_stop_reason,aorta_level_set_checkpoint_count,aorta_level_set_rolled_back,aorta_level_set_mask_change_fraction,aorta_level_set_voxels_per_segmented_slice,aorta_level_set_circle_fill_q25,aorta_level_set_circle_area_ratio_p90,aorta_level_set_leak_suspected,aorta_level_set_localization_suspected,aorta_level_set_leak_signal_count,aorta_level_set_trigger_iteration,aorta_level_set_trigger_volume_fraction,aorta_level_set_trigger_relative_growth,aorta_level_set_trigger_mask_change_fraction,aorta_level_set_trigger_circle_fill_q25,aorta_level_set_trigger_circle_area_ratio_p90,aorta_level_set_correction_applied,aorta_level_set_correction_method,aorta_level_set_refinement_applied,aorta_level_set_refinement_accepted,aorta_level_set_refinement_iterations,aorta_level_set_refinement_balloon,aorta_level_set_refinement_smoothing,aorta_level_set_refinement_transition_mode,aorta_level_set_refinement_anomaly_margin_slices,aorta_level_set_refinement_volume_loss_fraction,aorta_level_set_slice_area_jump_p95_before,aorta_level_set_slice_area_jump_p95_after,aorta_level_set_refinement_rejection_reason,aorta_level_set_controller_state,aorta_level_set_profile_used,aorta_level_set_rollback_iteration,aorta_level_set_circle_confidence_signal_count,aorta_level_set_alternative_attempted,aorta_level_set_alternative_accepted,aorta_level_set_conservative_attempted,aorta_level_set_conservative_accepted,aorta_level_set_permissive_attempted,aorta_level_set_permissive_accepted,aorta_level_set_nominal_volume_fraction,aorta_level_set_nominal_circle_fill_q25,aorta_level_set_nominal_circle_area_ratio_p90,aorta_level_set_final_volume_fraction,aorta_level_set_decision_reason,ostia_surface_mode,ostia_surface_thickness_mm,ostia_candidate_score_mode,ostia_pair_selection_mode,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_interpolate_missed_circles
447,0.467348882947666,0.2101953550767167,0.467348882947666,0.2571535278709493,11634,2947,11634,region_growing,,,,,normal,,-300.0,1015.0,fixed,,11716655,11537963,245,16056320,95,95,0,150,244,0.3877551020408163,18.0,24.666666666666668,21.198386876281614,21.25,1.5755316773532078,18.7,23.35151515151515,12.515625,17.151041666666668,14.73950337491456,14.775390625,1.0954868694096525,13.00234375,16.23660037878788,14.775390625,,13.2109375,16.53298611111111,1.970052083333332,0.9105282738095234,0.4869757462168758,0.0105263157894736,0.0,no,none,False,95,95,0,0,,0.3877551020408163,0.3877551020408163,disabled,False,False,False,,fixed,,148195,148195,95,1559.9473684210527,0.0092296989596619,fixed,31,fixed_complete,1,no,,,0.9154848275260582,1.5778939683470905,no,no,0,,,,,,,no,none,no,no,,,,,,,0.032296448770296,0.032296448770296,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0092296989596619,0.9154848275260582,1.5778939683470905,0.0092296989596619,fixed_complete,erosion,2.0,voxel,greedy,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,11.282064223559944,"(119, 186, 173)","(141, 141, 166)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
836,0.7438879393624136,0.386784425339632,0.7438879393624136,0.3571035140227815,26640,6893,26640,region_growing,,,,,normal,,-300.0,942.25,fixed,,10905684,10351152,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,26.5,21.76773404470773,22.11805555555556,2.1029968839047286,18.5,24.1,11.4609375,16.873046875,13.85992441127875,14.08298068576389,1.339017547173714,11.779296875,15.344921875,14.08298068576389,,11.4609375,15.372209821428571,4.138671875,0.700905145202021,0.4409751173106384,0.0526315789473684,0.0,no,none,False,114,114,0,0,,0.4145454545454545,0.4145454545454545,disabled,False,False,False,,fixed,,196940,196940,114,1727.5438596491229,0.0109275124289772,fixed,31,fixed_complete,1,no,,,0.9230849263379852,1.721710040331434,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0433011999814674,0.0433011999814674,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0109275124289772,0.9230849263379852,1.721710040331434,0.0109275124289772,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,0.5,"(101, 138, 174)","(126, 105, 209)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
603,0.716074727981934,0.4084503578367477,0.716074727981934,0.3076243701451862,37233,9700,37233,region_growing,,,,,normal,,-300.0,1008.0,fixed,,8534104,8290880,206,13500416,68,68,0,138,205,0.3300970873786408,18.0,27.0,20.892413632119517,20.5,1.716463322925813,19.45,23.03333333333333,11.4609375,17.19140625,13.302591492326098,13.052734375,1.0929043813941697,12.3841796875,14.665755208333334,13.052734375,,13.37109375,13.37109375,3.8203125,2.270963541666667,0.4018605893997872,0.0147058823529411,0.0,no,none,False,68,68,0,0,,0.3300970873786408,0.3300970873786408,disabled,False,False,False,,fixed,,178862,178862,68,2630.323529411765,0.0132486287829945,fixed,31,fixed_complete,1,no,,,0.919696338497568,2.6699324390353145,no,no,0,,,,,,,no,none,no,no,,,,,,,0.1524861878453038,0.1524861878453038,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0132486287829945,0.919696338497568,2.6699324390353145,0.0132486287829945,fixed_complete,erosion,2.0,voxel,greedy,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(81, 171, 169)","(118, 124, 193)",,both ostia correct,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
676,0.4988176919796875,0.2074187771808646,0.4988176919796875,0.2913989147988228,8518,2266,8518,region_growing,,,,,normal,,-300.0,1018.0,fixed,,13159832,12996925,275,18022400,144,144,0,131,274,0.5236363636363637,18.0,28.5,22.4519783649992,22.19090909090909,2.484724141597343,19.5,27.0,13.2890625,21.041015625,16.575874652284565,16.38313210227273,1.834425245163664,14.396484375,19.93359375,16.38313210227273,,14.765625,20.302734375,4.4296875,1.107421875,0.4957671282520915,0.0208333333333333,0.0,no,none,False,144,144,0,0,,0.5236363636363637,0.5236363636363637,disabled,False,False,False,,fixed,,242526,242526,144,1684.2083333333333,0.0134569202769886,fixed,31,fixed_complete,1,no,,,0.9364128032997328,1.492473137524748,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0221416839609856,0.0221416839609856,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0134569202769886,0.9364128032997328,1.492473137524748,0.0134569202769886,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
44,0.6156507154463022,0.3559051807207807,0.6156507154463022,0.2597455347255215,51364,13046,51364,region_growing,,,,,normal,,-300.0,1053.5,fixed,,7840844,7648323,206,13500416,94,94,0,112,205,0.4563106796116505,18.0,28.0,21.871455435817136,22.0,2.400913425540811,18.65,24.55,10.6171875,16.515625,12.900741292220264,12.9765625,1.416163778346338,11.0005859375,14.4806640625,12.9765625,,15.92578125,13.19775390625,5.30859375,2.103776041666667,0.4247590998185387,0.0638297872340425,0.0,no,none,False,94,94,0,0,,0.4563106796116505,0.4563106796116505,disabled,False,False,False,,fixed,,142278,142278,94,1513.595744680851,0.010538786360361,fixed,31,fixed_complete,1,no,,,0.6748483950549223,1.5050143177608186,no,no,0,,,,,,,no,none,no,no,,,,,,,0.5017882087201178,0.5017882087201178,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.010538786360361,0.6748483950549223,1.5050143177608186,0.010538786360361,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,yes,0.58984375,0.0,"(97, 131, 150)","(110, 91, 177)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
129,0.7126447678184892,0.3625357160153034,0.7126447678184892,0.3501090518031858,29954,7961,29954,region_growing,,,,,normal,,-300.0,1056.0,fixed,,11861311,11670343,275,18022400,125,125,0,150,274,0.4545454545454545,18.5,26.33333333333333,22.719033988233992,23.25,2.1586818968226016,19.5,25.125,13.802734375,19.647135416666664,16.95052926465895,17.3466796875,1.610579071457488,14.548828125,18.74560546875,17.3466796875,,13.802734375,17.90625,1.77197265625,0.9873307291666664,0.4344729996182006,0.0,0.0,no,none,False,125,125,0,0,,0.4545454545454545,0.4545454545454545,disabled,False,False,False,,fixed,,216734,216734,125,1733.872,0.0120258123224431,fixed,31,fixed_complete,1,no,,,0.9182818229439496,1.4530855453307323,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0678707509402414,0.0678707509402414,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0120258123224431,0.9182818229439496,1.4530855453307323,0.0120258123224431,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,2.23828125,0.5,"(96, 156, 163)","(109, 118, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
518,0.7027134007560314,0.3968421052631579,0.7027134007560314,0.3058712954928735,28520,6493,28520,region_growing,,,,,normal,,-300.0,630.25,fixed,,11203928,10970317,243,15925248,93,93,0,150,242,0.382716049382716,18.5,24.2,21.550731974119078,21.75,1.150243479162108,20.0,22.866666666666667,12.791015625,16.73203125,14.900310778980762,15.0380859375,0.7952855305144263,13.828125,15.81015625,15.0380859375,,15.2109375,16.29743303571429,2.419921875,0.9381574675324676,0.4969793795309688,0.0,0.0,no,none,False,93,93,0,0,,0.382716049382716,0.382716049382716,disabled,False,False,False,,fixed,,152484,152484,93,1639.6129032258063,0.0095749843267746,fixed,31,fixed_complete,1,no,,,0.942557134033354,1.4240288712603084,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0308670902268463,0.0308670902268463,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0095749843267746,0.942557134033354,1.4240288712603084,0.0095749843267746,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,0.69140625,0.69140625,"(108, 160, 161)","(126, 127, 193)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
793,0.7084307131049421,0.4001025115325474,0.7084307131049421,0.3083282015723947,20164,4588,20164,region_growing,,,,,normal,,-300.0,804.0,fixed,,9432611,9268038,206,13500416,58,58,0,148,205,0.2815533980582524,18.5,26.444444444444443,22.74935002736727,22.0,2.3166643013260577,20.0,25.81,12.57421875,17.973958333333332,15.46244884672619,14.953125,1.5746077673075551,13.59375,17.542734375,14.953125,,14.2734375,17.162109375,1.359375,1.01953125,0.4151607402785907,0.0,0.0,no,none,False,58,58,0,0,,0.2815533980582524,0.2815533980582524,disabled,False,False,False,,fixed,,122215,122215,58,2107.155172413793,0.0090526840061817,fixed,31,fixed_complete,1,no,,,0.9486424707144774,1.7207485710142894,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0475889221270745,0.0475889221270745,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0090526840061817,0.9486424707144774,1.7207485710142894,0.0090526840061817,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,1.4484130593946605,2.7741306352170945,"(99, 149, 148)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
550,0.5417879417879418,0.2600962955684386,0.5417879417879418,0.2816916462195031,11416,2910,11416,region_growing,,,,,normal,,-300.0,944.0,fixed,,12682437,12564722,275,18022400,98,98,0,177,274,0.3563636363636364,18.0,23.181818181818183,20.689509300223587,20.904545454545456,1.2230408756667934,19.0,22.093636363636364,12.515625,16.118607954545457,14.385674435311714,14.535191761363636,0.8503956088620673,13.2109375,15.361981534090908,14.535191761363636,,12.515625,13.90625,3.244791666666668,0.7151785714285718,0.4607592968506085,0.0408163265306122,0.0,no,none,False,98,98,0,0,,0.3563636363636364,0.3563636363636364,disabled,False,False,False,,fixed,,133774,133774,98,1365.0408163265306,0.0074226518110795,fixed,31,fixed_complete,1,no,,,0.9110330703251864,1.1279256833502005,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0202376313544084,0.0202376313544084,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0074226518110795,0.9110330703251864,1.1279256833502005,0.0074226518110795,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496235,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
631,0.7243289305496379,0.3962937592385622,0.7243289305496379,0.3280351713110757,24952,5749,24952,region_growing,,,,,normal,,-300.0,852.25,fixed,,11146468,10912043,275,18022400,133,133,0,142,274,0.4836363636363636,18.0,29.5,24.88420086596778,26.0,3.0539407593425456,19.1,27.704761904761902,12.65625,20.7421875,17.496703733883596,18.28125,2.1473020964127274,13.4296875,19.479910714285715,18.28125,,12.65625,18.876201923076923,8.0859375,1.40625,0.442239397494335,0.0225563909774436,0.0,no,none,False,133,133,0,0,,0.4836363636363636,0.4836363636363636,disabled,False,False,False,,fixed,,332580,332580,133,2500.6015037593984,0.018453702059659,fixed,31,fixed_complete,1,no,,,0.9764804703905922,1.920448107514756,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0390149912684162,0.0390149912684162,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.018453702059659,0.9764804703905922,1.920448107514756,0.018453702059659,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.113000238656758,"(94, 132, 153)","(123, 95, 199)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
330,0.6811960029145415,0.377797838113094,0.6811960029145415,0.3033981648014475,43596,9943,43596,region_growing,,,,,normal,,-300.0,748.0,fixed,,10486471,10190165,275,18022400,153,153,0,122,274,0.5563636363636364,18.0,30.0,22.05131261258712,21.3,2.723965714298152,19.366666666666667,26.428571428571438,11.4609375,19.1015625,14.040484202545708,13.562109375,1.7344000446507766,12.331119791666666,16.827566964285715,13.562109375,,14.64453125,13.280133928571429,6.3671875,1.91015625,0.4394271622420526,0.0196078431372549,0.0196078431372549,no,none,False,153,153,0,0,,0.5563636363636364,0.5563636363636364,disabled,False,False,False,,fixed,,398141,398141,153,2602.2287581699347,0.0220914528586647,fixed,31,fixed_complete,1,no,,,0.8838951310861424,2.5336835581777803,no,no,0,,,,,,,no,none,no,no,,,,,,,0.1604312578842514,0.1604312578842514,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0220914528586647,0.8838951310861424,2.5336835581777803,0.0220914528586647,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.974511812933532,"(105, 141, 195)","(119, 113, 222)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
90,0.3867251186551212,0.1723398742079103,0.3867251186551212,0.2143852444472109,16894,4143,16894,region_growing,,,,,normal,,-300.0,798.75,fixed,,11946733,11671458,275,18022400,131,131,0,144,274,0.4763636363636364,18.0,27.727272727272727,24.9648587841336,26.33333333333333,2.7462147858668224,20.2,27.125,11.8828125,18.30433238636364,16.48070755671319,17.384114583333332,1.8129308547323943,13.33515625,17.90673828125,17.384114583333332,,11.8828125,17.82421875,1.8154296875,0.9034709821428566,0.5008549749454949,0.015267175572519,0.0,no,none,False,131,131,0,0,,0.4763636363636364,0.4763636363636364,disabled,False,False,False,,fixed,,285272,285272,131,2177.648854961832,0.0158287464488636,fixed,31,fixed_complete,1,no,,,0.9684932338321172,1.5057522446502765,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0471522556390977,0.0471522556390977,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0158287464488636,0.9684932338321172,1.5057522446502765,0.0158287464488636,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,1.4761542507713454,0.5,"(86, 154, 150)","(113, 120, 186)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
608,0.6681823789633233,0.4212820168968754,0.6681823789633233,0.2469003620664479,34612,7701,34612,region_growing,,,,,normal,,-300.0,874.146240234375,fixed,,8772110,8677990,206,13500416,114,114,0,92,205,0.5533980582524272,18.0,29.0,23.082966886914257,23.166666666666668,2.4154842272688404,20.0,25.96666666666667,11.4609375,18.46484375,14.697357822527437,14.750651041666668,1.5379840978313315,12.734375,16.533463541666666,14.750651041666668,,11.4609375,16.48394097222222,5.73046875,1.8783203125,0.4199430910759225,0.0087719298245614,0.0,no,none,False,114,114,0,0,,0.5533980582524272,0.5533980582524272,disabled,False,False,False,,fixed,,320909,320909,114,2814.991228070176,0.0237703045595039,fixed,31,fixed_complete,1,no,,,0.908971460929695,2.355373725786227,no,no,0,,,,,,,no,none,no,no,,,,,,,0.1895777265750899,0.1895777265750899,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0237703045595039,0.908971460929695,2.355373725786227,0.0237703045595039,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,1.3680800657879093,0.5,"(92, 126, 142)","(97, 80, 173)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
887,0.550806599263584,0.2487607270401364,0.550806599263584,0.3020458722234475,16462,4827,16462,region_growing,,,,,normal,,-300.0,916.25,fixed,,11196861,10846478,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,24.444444444444443,21.9931884635832,22.8,1.857363212167979,19.25,23.96666666666667,14.203125,19.288194444444443,17.354000272046118,17.990625,1.465575659601296,15.189453125,18.911197916666666,17.990625,,14.203125,18.373883928571427,1.216471354166668,1.0135069444444451,0.447839814625805,0.0175438596491228,0.0,no,none,False,114,114,0,0,,0.4145454545454545,0.4145454545454545,disabled,False,False,False,,fixed,,207193,207193,114,1817.482456140351,0.0114964155717329,fixed,31,fixed_complete,1,no,,,0.941668976729788,1.6881367320759872,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0390468749999999,0.0390468749999999,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0114964155717329,0.941668976729788,1.6881367320759872,0.0114964155717329,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,yes,0.7890625,0.0,"(106, 164, 190)","(128, 128, 208)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
175,0.4584321949576744,0.2924749015310806,0.4584321949576744,0.1659572934265938,41445,9885,41445,region_growing,,,,,normal,,-300.0,972.0,fixed,,10018521,9819563,231,15138816,105,105,0,126,230,0.4545454545454545,18.0,29.0,22.66084190941334,23.9,2.9570405256262444,18.0,26.119444444444444,11.4609375,18.46484375,14.428582934509274,15.217578125,1.882803147176085,11.4609375,16.630740017361113,15.217578125,,11.4609375,16.5546875,5.305989583333332,1.4602083333333329,0.4018837698147183,0.1238095238095238,0.0,no,none,False,105,105,0,0,,0.4545454545454545,0.4545454545454545,disabled,False,False,False,,fixed,,231870,231870,105,2208.285714285714,0.015316257229099,fixed,31,fixed_complete,1,no,,,0.9044083526682136,2.281877261029211,no,no,0,,,,,,,no,none,no,no,,,,,,,0.1811058932918229,0.1811058932918229,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.015316257229099,0.9044083526682136,2.281877261029211,0.015316257229099,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,0.5,"(98, 197, 169)","(131, 162, 191)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
760,0.7179344731323176,0.3926225820962663,0.7179344731323176,0.3253118910360513,36748,9207,36748,region_growing,,,,,normal,,-300.0,906.25,fixed,,11353982,10508103,275,18022400,116,116,0,159,274,0.4218181818181818,18.0,28.0,21.70868226600985,22.366666666666667,1.873880140229189,19.1,23.45,11.8125,18.375,14.246322737068963,14.678125,1.2297338420254051,12.534375,15.3890625,14.678125,,17.0625,14.729166666666666,5.25,1.5093750000000004,0.4228809596602612,0.0517241379310344,0.0,no,none,False,116,116,0,0,,0.4218181818181818,0.4218181818181818,disabled,False,False,False,,fixed,,281468,281468,116,2426.448275862069,0.01561767578125,fixed,31,fixed_complete,1,no,,,0.9371358349643428,2.837132736275735,no,no,0,,,,,,,no,none,no,no,,,,,,,0.1523719431374261,0.1523719431374261,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.01561767578125,0.9371358349643428,2.837132736275735,0.01561767578125,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.0541954870895625,"(88, 165, 197)","(107, 127, 225)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
696,0.630871461905245,0.3153263260816426,0.630871461905245,0.3155451358236024,19345,4463,19345,region_growing,,,,,normal,,-300.0,855.5,fixed,,8595161,8349663,223,14614528,64,64,0,159,222,0.2869955156950672,19.5,24.375,22.1921605738012,22.0,1.1282318312259352,21.0,23.65416666666667,12.416015625,15.52001953125,14.13016474034998,14.0078125,0.7183663612883884,13.37109375,15.061051432291668,14.0078125,,13.689453125,15.28125,1.5008370535714288,0.8441071428571434,0.43193476684544,0.0,0.0,no,none,False,64,64,0,0,,0.2869955156950672,0.2869955156950672,disabled,False,False,False,,fixed,,107267,107267,64,1676.046875,0.0073397512393147,fixed,31,fixed_complete,1,no,,,0.9189348255573608,1.308535130754182,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0416424355419882,0.0416424355419882,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0073397512393147,0.9189348255573608,1.308535130754182,0.0073397512393147,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.739843048383334,"(99, 137, 163)","(122, 103, 195)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
194,0.789477826928829,0.4203026678454418,0.789477826928829,0.3691751590833871,33618,8553,33618,region_growing,,,,,normal,,-300.0,1166.25,fixed,,12719510,12433404,275,18022400,118,118,0,157,274,0.4290909090909091,18.0,28.11111111111111,23.968654156577884,24.0,3.065246871843437,19.35,27.571428571428573,11.4609375,17.89887152777778,15.261291513758575,15.28125,1.951700156681563,12.3205078125,17.55524553571429,15.28125,,14.0078125,17.55524553571429,4.45703125,1.0251171875000005,0.4427392890320716,0.0338983050847457,0.0,no,none,False,118,118,0,0,,0.4290909090909091,0.4290909090909091,disabled,False,False,False,,fixed,,283539,283539,118,2402.8728813559323,0.015732588334517,fixed,31,fixed_complete,1,no,,,0.9772097366284752,1.9577288823777368,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0341287926494579,0.0341287926494579,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.015732588334517,0.9772097366284752,1.9577288823777368,0.015732588334517,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,no,0.8095744354916121,1.345667690480501,"(89, 155, 168)","(122, 122, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
305,0.6880501106971219,0.3849900775753202,0.6880501106971219,0.3030600331218016,29377,7078,29377,region_growing,,,,,normal,,-300.0,973.75,fixed,,11295109,11058648,267,17498112,104,104,0,163,266,0.3895131086142322,18.0,23.75,21.075200840825843,21.416666666666664,1.507266660409276,19.0,22.61688311688312,13.921875,18.369140625,16.300350650326234,16.564453125,1.1657765576602996,14.6953125,17.49274553571429,16.564453125,,13.921875,17.45758928571429,2.70703125,1.16015625,0.4520899470180085,0.0288461538461538,0.0,no,none,False,104,104,0,0,,0.3895131086142322,0.3895131086142322,disabled,False,False,False,,fixed,,159101,159101,104,1529.8173076923076,0.0090924666615461,fixed,31,fixed_complete,1,no,,,0.9015984015984017,1.473856995737008,no,no,0,,,,,,,no,none,no,no,,,,,,,0.0377671627879881,0.0377671627879881,not_attempted,fixed,nominal,,0,no,no,no,no,no,no,0.0090924666615461,0.9015984015984017,1.473856995737008,0.0090924666615461,fixed_complete,erosion,2.0,voxel,greedy,yes,both tolerable,yes,no,,,no,yes,no,yes,1.8419615266408251,0.0,"(98, 162, 177)","(118, 129, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,fixed,yes,per_slice,region_growing,5,yes
