IMG_ID,artery_dice,artery_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
28,0.4399073993565777,86882,yes,both tolerable,yes,no,,,no,yes,no,no,1.958835402174593,2.25005425281814,"(206, 286, 182)","(254, 235, 215)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
380,0.0725252868265942,22101,yes,found but incorrect,yes,yes,,,no,no,no,no,2.108551995117332,25.1894265472208,"(183, 239, 120)","(209, 155, 108)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
854,0.2072067569593682,42235,yes,found but incorrect,yes,yes,,,no,no,no,no,2.156083694900099,23.35522342392897,"(197, 299, 156)","(176, 235, 147)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
937,0.5699334438478858,145156,yes,found but incorrect,yes,yes,,,no,no,no,no,13.272839708433958,2.9106700469256754,"(191, 316, 196)","(228, 257, 224)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
315,0.2544421538310509,45247,yes,found but incorrect,yes,yes,,,no,no,no,no,0.341796875,26.667035012880117,"(196, 357, 146)","(253, 290, 144)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
428,0.2780347836271007,60630,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,27.754506475520454,"(194, 333, 106)","(187, 228, 103)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7
752,0.0,28550,yes,found but incorrect,yes,yes,,,no,no,no,no,12.929696055982818,6.732376545575568,"(209, 324, 187)","(159, 282, 196)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
13,0.0,7845,yes,found but incorrect,yes,yes,,,no,no,no,no,16.84556261263862,9.19494576318374,"(268, 326, 151)","(258, 272, 184)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
538,0.0,0,yes,found but incorrect,yes,yes,,,no,no,no,no,16.983406158580628,14.66247790660966,"(144, 299, 209)","(225, 255, 201)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
965,0.0,843,yes,both tolerable,yes,no,,,no,yes,no,no,4.059257269511027,5.202576571134309,"(205, 309, 189)","(202, 242, 188)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
447,0.4199272035890323,69798,yes,found but incorrect,yes,yes,,,no,no,no,no,2.1225176505173784,16.68947723904782,"(229, 363, 166)","(267, 277, 159)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
836,0.4846698544589898,81912,yes,found but incorrect,yes,yes,,,no,no,no,no,1.0067407394676675,26.10054952693353,"(208, 278, 174)","(184, 194, 166)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
603,0.0,8639,yes,found but incorrect,yes,yes,,,no,no,no,no,26.635539086788683,24.24097494915573,"(203, 283, 130)","(220, 259, 134)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
676,0.0,0,yes,found but incorrect,yes,yes,,,no,no,no,no,2.799438665525826,16.636157085237482,"(164, 372, 139)","(153, 309, 202)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
44,0.3495064868583129,198210,yes,found but incorrect,yes,yes,,,no,no,no,no,3.647982125790625,25.79462987324787,"(184, 251, 146)","(177, 183, 126)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
129,0.4655385658399831,83938,yes,found but incorrect,yes,yes,,,no,no,no,no,1.5737291810080445,25.41166976420633,"(197, 316, 168)","(185, 256, 141)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
518,0.3635157991043886,149603,yes,found but incorrect,yes,yes,,,no,no,no,no,10.46462886030068,13.413765176933872,"(189, 301, 172)","(226, 232, 176)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
793,0.0,0,yes,both tolerable,yes,no,,,no,yes,no,no,1.721451179975506,6.82684775132173,"(193, 295, 143)","(232, 252, 176)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7
550,0.4998841567291311,76129,yes,found but incorrect,yes,yes,,,no,no,no,no,1.7128449698162995,7.519689527554998,"(188, 312, 200)","(214, 241, 201)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
631,0.0,1323,yes,found but incorrect,yes,yes,,,no,no,no,no,8.855285238780073,16.784159431216686,"(199, 238, 139)","(242, 175, 162)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
330,0.3504576971533792,547188,yes,found but incorrect,yes,yes,,,no,no,no,no,27.805233055308307,2.686313810944124,"(159, 283, 248)","(235, 223, 220)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
90,0.0,7132,yes,found but incorrect,yes,yes,,,no,no,no,no,9.967344178952056,29.159233243199296,"(139, 310, 185)","(179, 217, 135)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
608,0.3441386340468909,57913,yes,found but incorrect,yes,yes,,,no,no,no,no,2.9085336552430747,25.12175141394413,"(180, 248, 138)","(164, 161, 123)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
887,0.0,8506,yes,found but incorrect,yes,yes,,,no,no,no,no,10.5671196039239,32.60723299632702,"(190, 329, 210)","(167, 247, 202)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
175,0.0,3577,yes,found but incorrect,yes,yes,,,no,no,no,no,11.471821636095578,15.29002318875118,"(181, 365, 154)","(243, 300, 164)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
760,0.0,7945,yes,found but incorrect,yes,yes,,,no,no,no,no,5.4006021799656745,11.983519363197315,"(164, 310, 189)","(191, 239, 206)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
696,0.4799520939773465,76194,yes,found but incorrect,yes,yes,,,no,no,no,no,1.6684775369359237,13.876223398521086,"(195, 267, 163)","(205, 194, 189)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
194,0.4853333069647633,81875,yes,found but incorrect,yes,yes,,,no,no,no,no,2.38662764504924,21.602535332128934,"(181, 304, 168)","(237, 257, 169)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
305,0.3836646143033932,90970,yes,found but incorrect,yes,yes,,,no,no,no,no,1.2229120638932405,19.541524250783134,"(195, 329, 179)","(205, 249, 176)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
344,0.4687426628520744,100474,yes,found but incorrect,yes,yes,,,no,no,no,no,2.43359375,24.692208065706804,"(191, 325, 176)","(210, 251, 142)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7
