IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_recovered_initialization,aorta_mask_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
28,0.6106192963906565,0.3401546688468244,0.6106192963906565,0.270464627543832,159173,22735,159173,region_growing,,,,,normal,,-300.0,858.0,fixed,,44548201,43162495,275,110,110,0,165,274,0.4,no,673168,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(207, 295, 187)","(262, 231, 217)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
380,0.4726166107153579,0.238287168387493,0.4726166107153579,0.2343294423278648,223583,28138,223583,region_growing,,,,,normal,,-300.0,828.0,fixed,,31134560,30588105,206,96,96,0,110,205,0.4660194174757281,no,961559,yes,found but incorrect,yes,yes,,,no,no,no,yes,18.7881181951504,0.0,"(139, 256, 163)","(229, 179, 171)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
854,0.5591618643880683,0.3064338341938852,0.5591618643880683,0.252728030194183,173918,22831,173918,region_growing,,,,,normal,,-300.0,727.0,fixed,,42774957,41782616,275,137,137,0,138,274,0.4981818181818181,no,987781,yes,both tolerable,yes,no,,,no,yes,no,yes,2.156083694900099,0.0,"(197, 299, 156)","(244, 227, 184)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
937,0.5843069706076376,0.3346470085540999,0.5843069706076376,0.2496599620535377,175514,23181,175514,region_growing,,,,,normal,,-300.0,778.0,fixed,,47348632,46159589,275,86,86,0,189,274,0.3127272727272727,no,480567,yes,both tolerable,yes,no,,,no,yes,no,no,0.4916601837937713,0.6953125,"(212, 344, 213)","(232, 255, 228)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
315,0.5391784022715433,0.285866379071954,0.5391784022715433,0.2533120231995893,214372,26911,214372,region_growing,,,,,normal,,-300.0,771.0,fixed,,50372253,49735523,275,135,135,0,140,274,0.4909090909090909,no,2272822,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,12.548309966199133,"(318, 367, 186)","(211, 264, 200)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
428,0.5827728976668718,0.2665477854354426,0.5827728976668718,0.3162251122314291,179012,29042,179012,region_growing,,,,,normal,,-300.0,763.0,fixed,,50495171,49896629,275,175,175,0,100,274,0.6363636363636364,no,2138918,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(193, 335, 103)","(203, 240, 176)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
752,0.6213495917126135,0.3353386152574794,0.6213495917126135,0.2860109764551341,263274,35129,263274,region_growing,,,,,normal,,-300.0,851.0,fixed,,34496681,31554093,275,81,81,0,194,274,0.2945454545454545,no,736582,yes,both tolerable,yes,no,,,no,yes,no,yes,0.8095744354916121,0.0,"(194, 351, 210)","(233, 260, 233)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
13,0.4692956960494803,0.21984902957057,0.4692956960494803,0.2494466664789102,126413,19129,126413,region_growing,,,,,normal,,-300.0,939.0,fixed,,49367989,48567989,241,92,92,0,149,240,0.3817427385892116,no,624072,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(227, 352, 171)","(267, 289, 203)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
538,0.3419601489440323,0.1473821017452655,0.3419601489440323,0.1945780471987668,41340,8336,41340,region_growing,,,,,normal,,-300.0,586.0,fixed,,50003166,48323725,275,108,108,0,167,274,0.3927272727272727,no,946983,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,5.954822848845532,"(202, 353, 203)","(269, 260, 202)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
965,0.5710935538849767,0.3351090561865514,0.5710935538849767,0.2359844976984253,190415,26945,190415,region_growing,,,,,normal,,-300.0,660.0,fixed,,50412361,49856935,275,91,91,0,184,274,0.3309090909090909,no,616524,yes,both tolerable,yes,no,,,no,yes,no,no,0.38671875,0.38671875,"(218, 312, 181)","(212, 239, 199)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
447,0.5373181810148283,0.3141493515884876,0.5373181810148283,0.2231688294263406,142543,19934,142543,region_growing,,,,,normal,,-300.0,842.0,fixed,,46753679,46031914,245,95,95,0,150,244,0.3877551020408163,no,655906,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(240, 373, 174)","(241, 278, 194)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
836,0.703194001887973,0.3876448893572181,0.703194001887973,0.3155491125307548,167044,27213,167044,region_growing,,,,,normal,,-300.0,786.0,fixed,,43496654,41338438,275,119,119,0,156,274,0.4327272727272727,no,850719,yes,both tolerable,yes,no,,,no,yes,no,yes,1.0067407394676675,0.0,"(208, 278, 174)","(256, 208, 209)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
603,0.6623901019366438,0.3829192389434268,0.6623901019366438,0.279470862993217,203508,33459,203508,region_growing,,,,,normal,,-300.0,797.0,fixed,,34043020,33071857,206,68,68,0,138,205,0.3300970873786408,no,567275,yes,both tolerable,yes,no,,,no,yes,no,yes,0.318359375,0.0,"(162, 336, 167)","(237, 240, 189)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
676,0.55871722707747,0.2206952715427291,0.55871722707747,0.3380219555347408,65626,9194,65626,region_growing,,,,,normal,,-300.0,882.0,fixed,,52517427,51861114,275,147,147,0,128,274,0.5345454545454545,no,939334,yes,both tolerable,yes,no,,,no,yes,no,yes,2.0991950899415626,0.0,"(162, 372, 138)","(201, 323, 187)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
44,0.0,0.0,0.0,0.0,1171475,176722,1171475,region_growing,,,,,normal,,-300.0,1020.0,fixed,,31269752,30498136,206,89,89,0,117,205,0.4320388349514563,no,1396496,yes,found but incorrect,yes,yes,,,no,no,no,no,3.877482449696591,41.31766398094211,"(232, 166, 189)","(99, 113, 145)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
129,0.6764757286442581,0.3720816744329983,0.6764757286442581,0.3043940542112598,203215,33669,203215,region_growing,,,,,normal,,-300.0,863.0,fixed,,47323393,46555472,275,125,125,0,150,274,0.4545454545454545,no,957228,yes,both tolerable,yes,no,,,no,yes,no,yes,1.5737291810080445,0.0,"(197, 316, 168)","(224, 234, 205)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
518,0.4917660531058669,0.3292400533295909,0.4917660531058669,0.162525999776276,218716,25338,218716,region_growing,,,,,normal,,-300.0,555.0,fixed,,44709302,43781750,243,94,94,0,149,242,0.3868312757201646,no,641910,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(216, 327, 163)","(253, 258, 195)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
