IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_recovered_initialization,aorta_mask_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
793,0.5935456793038095,0.3174149192162255,0.5935456793038095,0.276130760087584,92586,12824,92586,region_growing,,,,,normal,,-300.0,656.0,fixed,,37634213,36986144,206,81,81,0,125,205,0.3932038834951456,no,684700,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.7815583614668649,"(193, 302, 144)","(222, 230, 181)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
550,0.4998841567291311,0.2193196674806976,0.4998841567291311,0.2805644892484336,76129,10457,76129,region_growing,,,,,normal,,-300.0,802.0,fixed,,50603893,50131149,275,99,99,0,176,274,0.36,no,584163,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2534924356105277,"(194, 317, 201)","(242, 257, 201)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
631,0.627698447340525,0.3611377201385307,0.627698447340525,0.2665607272019943,152451,20464,152451,region_growing,,,,,normal,,-300.0,578.0,fixed,,44464352,43548272,275,138,138,0,137,274,0.5018181818181818,no,1377324,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(194, 267, 154)","(252, 185, 198)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
330,0.1741403413560125,0.148355041701209,0.1741403413560125,0.0257852996548035,448436,45901,448436,region_growing,,,,,normal,,-300.0,696.0,fixed,,41819612,40688009,275,97,97,0,178,274,0.3527272727272727,no,1038840,yes,found but incorrect,yes,yes,,,no,no,no,no,1.4046336739722,7.772094978682776,"(216, 280, 197)","(315, 190, 224)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
90,0.6587702282931593,0.3293773003830842,0.6587702282931593,0.3293929279100751,214356,32133,214356,region_growing,,,,,normal,,-300.0,695.0,fixed,,47662621,46583971,275,135,135,0,140,274,0.4909090909090909,no,1165013,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5991256701256554,"(170, 319, 154)","(225, 237, 185)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
608,0.6257092804178006,0.3777061832858331,0.6257092804178006,0.2480030971319674,183046,23745,183046,region_growing,,,,,normal,,-300.0,689.0,fixed,,34989847,34619031,206,88,88,0,118,205,0.4271844660194174,no,774319,yes,both tolerable,yes,no,,,no,yes,no,yes,2.295722101174337,0.0,"(188, 251, 141)","(197, 157, 174)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
887,0.5359976612328762,0.2635264823364631,0.5359976612328762,0.272471178896413,110400,21753,110400,region_growing,,,,,normal,,-300.0,744.0,fixed,,44671035,43369831,275,114,114,0,161,274,0.4145454545454545,no,898827,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(210, 339, 185)","(263, 255, 209)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
175,0.4296994784029105,0.2516618056026589,0.4296994784029105,0.1780376728002516,173576,22155,173576,region_growing,,,,,normal,,-300.0,809.0,fixed,,39971414,39175224,231,90,90,0,141,230,0.3896103896103896,no,821448,yes,both tolerable,yes,no,,,no,yes,no,no,1.0067407394676675,0.869921524191667,"(203, 396, 169)","(259, 320, 190)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
760,0.4545621264348457,0.19036212928236,0.4545621264348457,0.2641999971524857,125046,16502,125046,region_growing,,,,,normal,,-300.0,724.0,fixed,,45294651,41943669,275,102,102,0,173,274,0.3709090909090909,no,1889250,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,46.12223960659462,"(218, 253, 229)","(115, 161, 188)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
696,0.578947091367539,0.2795595578863793,0.578947091367539,0.2993875334811596,109189,14942,109189,region_growing,,,,,normal,,-300.0,800.0,fixed,,34276383,33308173,223,62,62,0,161,222,0.2780269058295964,no,474199,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,0.869921524191667,"(209, 274, 164)","(246, 206, 196)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
194,0.7070629392669167,0.3929438142970192,0.7070629392669167,0.3141191249698974,196904,31254,196904,region_growing,,,,,normal,,-300.0,959.0,fixed,,50755279,49609658,275,120,120,0,155,274,0.4363636363636363,no,1179898,yes,both tolerable,yes,no,,,no,yes,no,no,2.7546188406520766,2.449499865495904,"(193, 321, 171)","(241, 240, 209)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
305,0.6134525709791169,0.3447071384990848,0.6134525709791169,0.2687454324800321,197200,25731,197200,region_growing,,,,,normal,,-300.0,733.0,fixed,,45063204,44149316,267,104,104,0,163,266,0.3895131086142322,no,620553,yes,both tolerable,yes,no,,,no,yes,no,yes,1.16015625,0.0,"(196, 330, 180)","(248, 250, 217)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
344,0.4661624875144313,0.2102234281769655,0.4661624875144313,0.2559390593374658,101747,16791,101747,region_growing,,,,,normal,,-300.0,680.0,fixed,,49309886,43886005,275,123,123,0,152,274,0.4472727272727272,no,1257857,yes,found but incorrect,yes,yes,,,no,no,no,no,2.3392306688461297,30.35044062638664,"(202, 326, 181)","(208, 226, 159)",,no ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,standard,5,yes
